LocusTag	Gene	Length
new_1277495_1278195_c	S442	701
BSU38050	sacP	1383
BSU17750	yndD	1560
BSU40550	ppaC	927
BSU33120	liaH	675
BSU28730	araQ	843
BSU20080	yosL	351
BSU04500	ydbK	738
new_3225621_3225771_c	S1201	151
BSU22370	aspB	1179
BSU17940	yneI	360
BSU03010	amhX	1167
BSU33222	rsoA	237
BSU36610	ywnC	381
BSU24200	yqiH	291
BSU22640	trpB	1200
BSU20430	yorC	378
new_1483539_1483640	S512	102
BSU37470	phrF	117
BSU23430	spoVAB	423
new_1888890_1889195_c	S632	306
BSU12520	xkdB	831
BSU13170	guaD	468
BSU03680	yclG	1752
new_4208749_4208869_c	S1577	121
BSU13470	sspD	192
BSU08040	yfjM	450
new_1417493_1417560	S483	68
BSU31120	lytG	846
new_1445542_1445637	S497	96
new_3691599_3692493_c	S1378	895
new_1665639_1665709	S577	71
BSU24180	yqiK	717
BSU09230	yhcV	420
BSU17590	xylR	1050
BSU15070	ylbN	516
BSU03920	glcU	861
BSU15710	priA	2415
new_3373649_3374171_c	S1266	523
new_3615385_3615449_c	S1343	65
BSU20160	yosD	393
BSU36290	ywpJ	855
BSU12710	xkdR	264
BSU19970	yosX	351
BSU01750	cdaA	819
BSU39240	yxxF	933
new_3293360_3293440_c	S1230	81
BSU20020	yosS	426
BSU34680	yvcT	975
BSU02750	natA	738
BSU18880	yobE	657
new_2395954_2396044_c	S867	91
new_4174260_4176850_c	S1566	2591
BSU16420	cheB	1071
BSU09040	yhcD	153
BSU18130	bglC	1497
BSU27469	yrzR	189
new_2435947_2436044	S887	98
BSU11820	yjcD	2277
new_70382_70493	S36	112
BSU23620	yqkF	918
BSU31390	yugI	390
BSU01530	cwlD	711
BSU08820	katA	1449
BSU08060	acoA	999
BSU11440	oppB	933
new_2991133_2991249_c	S1109	117
new_2603983_2604060_c	S954	78
new_2806566_2806915	S1042	350
BSU00590	yabO	258
new_2706711_2707758_c	S985	1048
BSU09280	glpF	822
BSU36960	ywlB	441
new_1571851_1571980	S552	130
BSU06160	gutP	1389
BSU28170	hemA	1365
BSU17760	yndE	1089
BSU36650	ureB	372
new_1441789_1442065	S495	277
new_3391778_3394421_c	S1275	2644
BSU36340	ywpE	306
BSU00740	pabB	1410
new_3880559_3880739_c	S1460	181
BSU05370	ydfD	1446
BSU06073	ydzW/1	267
BSU08030	yfjN	975
new_2126185_2126320_c	S752	136
BSU29350	tcyM	705
BSU19800	phy	1146
BSU00070	gyrA	2463
new_18866_18974	S11	109
BSU12410	bstD	462
BSU22840	yphC	1308
new_3467393_3467541_c	S1298	149
new_3582781_3582910_c	S1331	130
BSU03730	yclH	678
BSU29340	tcyN	777
BSU27000	adhR	420
BSU28630	pheT	2412
BSU31840	yueD	729
BSU07270	yfnH	762
BSU11750	cotY	486
new_4204818_4204899	S1576	82
BSU27950	prp	336
BSU23420	spoVAC	450
BSU14220	ahpA	540
BSU31660	mrpG	372
new_246583_246657	S87	75
BSU08510	yfhF	909
new_3853433_3853716_c	S1454	284
BSU13990	kinA	1818
new_2153170_2153718	S760	549
new_474268_474634	S140	367
BSU02280	ybfM	486
BSU31790	yueG	219
BSU23300	ypuD	342
new_1580047_1580120	S554	74
BSU09590	yhdT	1383
BSU38880	yxjO	873
new_1409579_1409781_c	S479	203
BSU14870	ctaA	918
BSU16650	rbfA	351
BSU29610	ezrA	1686
BSU38270	efeO	1155
BSU23760	coaA	957
BSU02610	ycbR	729
BSU03070	mdr	1278
BSU05540	ydfS	705
BSU_tRNA_49	trnS-Lys	
new_3127676_3127799_c	S1166	124
BSU26910	yraK	687
BSU01320	rplR	360
BSU04950	yddF	324
BSU_tRNA_36	trnD-Thr	
BSU11740	cotZ	444
BSU25240	yqfL	810
BSU13630	ykvA	318
new_3728120_3728202_c	S1391	83
BSU25810	arsR	315
BSU03220	putP	1347
BSU13410	ykoV	933
BSU25190	cccA	360
BSU38120	rodA	1179
BSU29160	ytvI	1113
BSU38670	yxlE	186
BSU19510	yojB	234
BSU39000	hbuT	1416
new_2599377_2599490_c	S947	114
new_2047441_2047674_c	S705	234
BSU21880	ypgR	1131
new_158510_159181	S61	672
BSU05500	mhqP	387
BSU23401	spoVAEA	609
BSU03590	tcyC	741
BSU14740	ylaD	291
BSU26130	yqbF	309
new_724870_724986	S234	117
new_2707685_2707807	S986	123
BSU40330	rocE	1401
BSU20550	yoqP	339
BSU32650	yurS	273
BSU14072	ykzU	516
BSU08840	ssuA	996
BSU29270	ytoI	1317
BSU01490	rplM	435
BSU22730	ndk	447
new_1233399_1233524	S415	126
new_26383_26532	S17	150
BSU01300	rpsH	396
BSU39540	yxeI	984
BSU07630	nos	1008
BSU18890	yobF	921
BSU10710	gerPB	240
BSU02690	ansZ	1125
BSU32820	fadE	1782
new_1872786_1873153	S623	368
BSU07910	yfkF	1173
BSU05700	ydhC	672
BSU11690	thiG	768
new_818976_820073	S253	1098
BSU02300	ybfN	276
new_3956402_3956491	S1480	90
BSU21630	yokD	816
new_2137815_2138036_c	S757	222
BSU13890	ptsG	2097
new_2069562_2069699_c	S715	138
BSU05970	rex	645
BSU19940	yotB	825
BSU16130	trmFO	1305
BSU07450	yfmJ	1017
BSU20400	yorF	912
BSU08630	mutY	1107
new_3769809_3769955_c	S1416	147
BSU37190	ywjE	1194
new_119017_119110	S50	94
BSU32480	pucD	2235
new_2898227_2898291	S1074	65
BSU20500	ligB	810
BSU30970	glgC	1140
BSU33049	yvzF	183
BSU15240	divIB	789
new_2034573_2037062_c	S696	2490
BSU23920	yqjD	1518
BSU02400	ybgF	1410
BSU34090	yvfR	903
BSU28230	tig	1272
new_2981072_2981150_c	S1100	79
BSU21370	yomG	2625
BSU29620	hisJ	804
BSU36160	ywqM	879
new_1741529_1741617	S596	89
BSU33130	liaI	378
BSU13030	ykhA	516
BSU02830	ycdF	774
BSU17350	ymzC	270
BSU10230	yhfH	138
BSU29540	ytdI	801
BSU_misc_RNA_14	BSU_misc_RNA_14	
BSU06410	yebG	195
new_3404709_3405636_c	S1277	928
BSU16780	rnjB	1545
BSU02770	yccK	930
BSU21810	dfrA	504
BSU25790	arsB	1038
BSU20929	yoyI	228
BSU01710	ybbJ	417
BSU38920	pepT	1230
BSU07840	yfkN	4386
BSU12200	yjiA	276
BSU08230	catD	402
new_726024_726828	S235	805
new_3265241_3265327_c	S1223	87
BSU38970	yxjF	771
BSU30490	ytqB	582
new_1397771_1398159_c	S475	389
BSU00680	hprT	540
BSU26590	blt	1200
new_211769_211858	S76	90
new_2157111_2157231_c	S763	121
BSU07780	yfkR	1152
BSU04770	pamR	441
BSU33560	yvaD	399
new_931808_931878	S295	71
new_2938273_2938329_c	S1085	57
BSU24540	yqhL	378
BSU13820	ykvT	624
BSU23730	yqjV	1230
BSU15490	pyrB	912
BSU05329	ydzO	183
BSU_misc_RNA_60	BSU_misc_RNA_60	
BSU30150	rmgR	2316
BSU18120	alsT	1395
new_129589_129701	S53	113
BSU31980	dhbE	1617
BSU13930	splB	1026
BSU12350	yjmF	834
BSU11370	appF	987
BSU35570	tuaE	1464
BSU28620	rnhC	939
new_2448499_2448590_c	S890	92
BSU00440	veg	258
new_3635902_3636010_c	S1352	109
BSU30680	ytjA	225
new_2136172_2136261_c	S756	90
BSU31050	gbsB	1209
new_3250494_3252362_c	S1212	1869
new_3032421_3032763	S1129	343
BSU10380	hemAT	1296
BSU06580	yerC	312
BSU17790	yndH	615
BSU26559	yrzN	213
BSU06730	rlmCD	1377
BSU20928	yoyH	177
new_90318_90535	S43	218
BSU35100	yvlD	357
BSU37280	narG	3684
new_1050235_1050345_c	S342	111
new_2953559_2953623_c	S1089	65
new_1262876_1263611_c	S429	736
new_827843_827923	S261	81
BSU25620	yqeL	354
BSU34640	yvdD	573
new_3299590_3299699	S1236	110
new_1904268_1904392_c	S646	125
BSU09150	yhcN	567
BSU10980	yitG	1266
BSU18260	yngJ	1140
BSU35040	yvnB	3867
BSU24990	pstS	900
new_2800811_2800889_c	S1040	79
BSU40590	yybM	753
BSU37940	ywdJ	1380
BSU02510	ycbH	1530
BSU02310	ybfO	1338
BSU03860	ycnD	747
BSU13730	queD	447
BSU27620	recJ	2358
BSU12480	pghB	600
new_1770236_1770410	S609	175
BSU06830	rapH	1293
new_2153357_2153439_c	S761	83
BSU26120	yqbG	393
BSU32110	yumC	996
BSU15930	rnc	747
BSU27440	glnH	819
BSU17190	pksL	13614
BSU36450	ywoG	1188
BSU26880	yraM	1101
BSU09090	yhcI	939
BSU29040	ytbD	1188
new_1372636_1372742	S466	107
BSU36900	glyA	1245
new_3740106_3740205_c	S1399	100
BSU29240	ytrI	501
BSU19070	yobS	573
new_860294_861944	S273	1651
new_2044833_2045843	S703	1011
	bsrD	
BSU08700	ygaE	1059
BSU38430	gspA	858
BSU08620	yfhP	981
BSU09300	glpD	1665
new_2781002_2781208	S1031	207
BSU16400	flhF	1098
BSU_rRNA_2	rrnO-23S	
BSU15900	fabD	951
BSU22510	ypjC	645
new_3491558_3491654_c	S1305	97
BSU13000	ykfD	981
BSU26750	yrdD	135
BSU12850	ykaA	615
BSU28770	araL	816
BSU18200	nrnB	1197
new_606414_606611_c	S198	198
new_3125642_3125776_c	S1165	135
BSU29880	malS	1698
BSU39230	wapA	7002
new_1275740_1275808	S440	69
new_1189532_1189645	S396	114
BSU06130	ydjC	348
BSU11350	yjaZ	783
new_3193379_3193546_c	S1186	168
BSU00990	rpmGB	147
BSU15810	spoVM	78
BSU26810	yrpC	795
BSU01570	pdaB	762
BSU26560	yrkC	558
BSU12840	pit	984
BSU13880	glcT	855
new_1011751_1013617	S325	1867
BSU15850	sdaAB	660
BSU02820	rapJ	1119
BSU19550	yodC	606
BSU27110	yrhO	825
BSU07800	treP	1410
BSU23490	pupG	813
new_1759601_1759654	S603	54
BSU01080	rpoC	3597
BSU13790	ykvQ	696
BSU05780	ydhJ	975
BSU39340	hutP	453
new_576099_576163_c	S185	65
BSU35070	yvmC	744
BSU12860	steT	1314
new_2591428_2592036	S941	609
BSU40939	yyzM	204
BSU09610	yhdV	393
BSU37590	ywgA	498
new_2724871_2724954_c	S1001	84
BSU39370	hutI	1263
BSU40560	yybP	444
BSU11570	cwlQ	543
new_1385609_1385671_c	S470	63
BSU23340	ypuB	201
BSU15410	ylmH	771
BSU31340	yugM	369
BSU05720	ydhE	1143
BSU20090	yosK	198
BSU34300	epsH	1032
BSU39300	yxiD	1707
BSU22019	ypzF	143
BSU05760	ydhH	495
BSU36370	ywpB	396
BSU10760	yisL	354
BSU09250	yhcX	1539
BSU07510	fecD	999
BSU08900	yhzB	621
BSU37510	pbpG	1941
new_2714141_2714230_c	S994	90
new_1874062_1874202	S624	141
BSU05899	ydhU/2	123
BSU12740	xkdU	576
BSU33890	yvbK	465
BSU08610	yfhO	2457
new_2119128_2119278_c	S749	151
BSU09550	yhdP	1332
new_659343_659558_c	S216	216
BSU06570	yerB	993
BSU27580	yrvJ	1554
BSU30020	ytzE	219
BSU_rRNA_19	rrnB-16S	
new_2593286_2594087	S944	802
new_1153150_1153230	S386	81
BSU21500	uvrX	1248
BSU16460	cheD	498
BSU01350	rplO	438
BSU21250	yomR	1215
BSU19210	yocH	861
BSU00210	recR	594
BSU_rRNA_1	rrnO-16S	
new_2773764_2773889	rnaC	126
BSU40350	rocR	1383
BSU_tRNA_57	trnB-Leu2	
BSU27009	yrzP	192
BSU18830	pps	2598
BSU39930	yxaM	1197
BSU07010	rhgR	2283
new_2092326_2092824_c	S731	499
new_2302439_2302629_c	S823	191
BSU31640	mrpE	474
new_3257607_3258036_c	S1217	430
new_4084384_4084588_c	S1526	205
BSU03460	hxlA	630
new_1891803_1891907	S634	105
BSU09958	sscA	84
BSU_tRNA_11	trnSL-Glu1	
BSU30450	ytrB	876
BSU21680	msrB	429
BSU24620	tasA	783
BSU01390	infA	216
BSU07220	yetL	501
new_3466069_3466155_c	S1295	87
BSU04210	ydaF	549
new_311859_312061	S105	203
BSU02230	purT	1152
new_2217691_2217966_c	S794	276
BSU24830	yqgT	1128
new_205212_205408	S73	197
new_24_297_c	S2	274
BSU35130	yvlA	324
new_1071742_1072225	S349	484
BSU26630	yrdQ	864
BSU26190	yqaT	1293
BSU04850	ydcP	378
BSU38760	cydA	1404
BSU06083	ydzW/7	90
BSU38690	yxlC	318
BSU17060	ymzD	453
BSU_tRNA_67	trnB-His	
new_692610_692739	S227	130
BSU40840	yyaJ	1353
BSU33620	yvaK	744
BSU03780	phrC	120
BSU40890	rpsR	237
BSU36110	chrS	474
new_2007582_2008540_c	S682	959
new_2457212_2457348_c	S895	137
BSU32680	sufU	441
BSU14210	ykuT	801
BSU21390	yomE	1932
BSU07610	citM	1299
new_3575785_3575982_c	S1327	198
BSU05340	aseA	1305
BSU40920	yyaF	1098
BSU33100	liaF	723
BSU11110	yitS	849
BSU40870	ccpB	933
BSU14270	moeB	1017
BSU13370	ykoQ	810
BSU39129	yxzI	186
BSU38229	slrA	156
BSU02440	glnK	1161
BSU22910	motI	651
new_489666_490525_c	S143	860
new_1006655_1006728	S323	74
new_1859884_1859964_c	S618	81
BSU29020	gapB	1020
BSU18300	ppsE	3837
BSU26230	yqaP	927
new_3054512_3054650_c	S1143	139
BSU03830	fpbQ	951
new_3769109_3769193_c	S1413	85
BSU21410	blyA	1101
new_2779165_2779384_c	S1027	220
BSU28750	araN	1299
BSU09890	yhaQ	894
new_1885918_1886056	S630	139
BSU15530	pyrK	768
new_679052_679349	S225	298
BSU12720	xkdS	423
BSU05930	ydiD	453
BSU35920	rbsK	879
BSU34870	hisF	756
new_3780657_3781040_c	S1423	384
BSU22180	gpsB	294
BSU36269	ywzD	141
BSU30400	bceR	693
BSU22270	yppE	369
new_1395590_1395909	mgtE riboswitch	320
BSU05400	ydfG	441
BSU11090	yitR	291
BSU13650	eag	429
BSU01889	ybzH	300
BSU25720	yqeD	624
new_2758015_2759120	S1018	1106
new_1054654_1054745	S344	92
new_3335546_3335614	S1252	69
BSU16340	fliZ	657
new_1275640_1275738	S439	99
BSU26210	yqaR	462
BSU10670	gerPF	225
BSU07650	yflK	663
BSU14410	sipT	579
BSU05180	ydeF	1395
BSU20910	yopF	213
BSU05380	ydfE	621
new_1552772_1552898	S541	127
BSU32530	pucF	1236
BSU39800	yxcD	306
BSU39720	iolE	891
BSU19300	yozC	201
new_2308165_2308470	S829	306
BSU31220	rhaEW	2067
BSU07160	yetH	360
BSU39020	nupG	1191
new_1630221_1630381	S569	161
BSU35220	minJ	1191
BSU22340	nth	657
new_2349602_2349670_c	S850	69
BSU_tRNA_83	trnSL-Val2	
BSU03270	ycgT	1008
BSU22960	gudB	1278
BSU13160	ohrB	408
BSU03230	putR	1233
BSU32570	frlD	852
BSU10600	yhjQ	324
BSU26730	yrdF	273
new_201802_202546_c	S70	745
BSU30270	msmE	1278
BSU38220	ywcC	669
BSU20240	yorV	216
new_3648747_3649980	S1359	1234
new_551074_551518	S176	445
new_3135504_3135638_c	S1170	135
BSU30240	bioW	777
BSU23840	rnz	921
new_2773647_2773762	S1021	116
new_1512193_1512258_c	S523	66
new_843997_844071_c	S270	75
new_738983_739575	S240	593
BSU09120	dgcK	1077
new_3301255_3301382_c	S1238	128
BSU36440	ywoH	411
BSU24880	yqgO	171
BSU22760	hepS	753
BSU33710	opuBC	918
BSU08080	acoC	1194
BSU20610	yoqJ	513
BSU21620	yokE	480
BSU34520	cotQ	1341
BSU34310	epsG	1101
BSU10720	gerPA	219
new_3253449_3253528_c	S1213	80
BSU25180	trmK	648
BSU12970	ykfA	702
new_1132073_1132144_c	S377	72
BSU23880	mifM	285
BSU00220	yaaL	222
new_1769795_1769934	S608	140
BSU34730	yvcN	762
BSU27690	yrzE	450
BSU03160	ycgJ	684
BSU_misc_RNA_42	BSU_misc_RNA_42	
BSU27400	yrzL	264
new_920382_920473	S287	92
BSU19860	yotJ	210
BSU32970	yusY	294
new_4159220_4159541	S1556	322
BSU40660	yybF	1212
BSU13760	ykvN	354
BSU19980	yosW	339
BSU00540	fin	228
BSU19250	yocL	330
BSU32050	yuiE	1500
BSU31321	mstX	330
new_1658104_1658193	S576	90
BSU01230	rplP	432
new_1233096_1233397	S414	302
BSU_tRNA_25	trnI-Gly	
BSU35679	yvzH	81
new_3133391_3134939_c	S1169	1549
new_478812_478943	S141	132
new_3665533_3665628	S1362	96
BSU29630	refZ	621
BSU19190	desK	1110
new_1262896_1264544	S430	1649
new_2755836_2755986	S1016	151
BSU35340	fliD	1494
new_1041930_1041993	S338	64
BSU19520	yojA	1332
new_1421204_1422144_c	S484	941
new_2822771_2822861_c	S1045	91
BSU08180	malA	1347
new_3328673_3328761	S1250	89
BSU10800	bstH	477
new_1369868_1371036	S465	1169
BSU40070	gntP	1344
BSU22650	trpF	645
BSU19990	yosV	288
BSU22300	yppC	960
BSU34000	yvbV	915
BSU35110	yvlC	195
new_1565737_1565848	S545	112
BSU14330	yknV	1812
BSU34960	yvoF	516
new_71190_71799_c	S37	610
BSU_tRNA_28	trnI-Ala	
BSU25730	yqeC	891
new_2647863_2648916	S969	1054
BSU14260	mobA	597
BSU11390	appB	951
new_3647109_3647701_c	S1358	593
new_372628_372770_c	S124	143
new_972833_973008_c	S313	176
new_1353008_1353079	S460	72
BSU36630	ywnA	399
BSU06610	pcrA	2217
BSU39220	wapI	426
BSU10960	yitE	627
BSU24280	yqiD	816
BSU33180	yvrC	942
new_438353_438419_c	S131	67
new_1270127_1270583_c	S438	457
new_278308_278376	S96	69
BSU03890	gabR	1437
BSU09220	yhcU	393
BSU13620	mtnD	534
new_327480_327617	S108	138
BSU14980	ylbE	237
BSU05620	ydgF	1374
BSU06390	yebD	291
BSU01890	ybcL	1170
BSU29100	phoR	1737
new_515108_515709	S161	602
new_3719173_3720884	S1390	1712
BSU32080	yuiB	318
new_681122_681254_c	S226	133
BSU08150	yfjC	765
BSU_misc_RNA_36	BSU_misc_RNA_36	
BSU25140	cshB	1314
BSU18720	yoaR	909
BSU05410	ydfH	1221
BSU25700	yqeF	729
BSU33910	pgm	1533
BSU35980	ywsA	294
BSU23870	polY1	1242
BSU32610	frlB	984
BSU30310	ytwF	204
new_353869_356316	S120	2448
BSU00650	yabS	735
BSU01410	rpsM	363
BSU03870	ycnE	285
BSU23460	spoIIAB	438
BSU18910	rapK	1113
BSU15460	ylyB	909
new_3762583_3762663	S1410	81
BSU01500	rpsI	390
BSU22280	yppD	243
new_2589046_2589122	S940	77
BSU_misc_RNA_56	BSU_misc_RNA_56	
BSU26710	azlC	762
new_2549607_2549677_c	S922	71
new_3804684_3804986_c	S1436	303
BSU27470	yrrD	522
BSU32510	pucA	990
BSU_misc_RNA_47	BSU_misc_RNA_47	
BSU13860	papB	1089
BSU25530	spoIIP	1203
new_1125843_1126369	S372	527
BSU_tRNA_4	trnY-Lys	
BSU03850	ycnC	876
BSU39470	sndB	1140
new_505044_505113	S152	70
BSU25900	cwlA	816
BSU40280	yycO	735
new_3450605_3450670_c	S1285	66
BSU_tRNA_53	trnB-Thr	
BSU17560	ynaI	468
BSU22350	dnaD	696
BSU22600	aroE	1284
BSU00840	mcsA	555
BSU20420	yorD	312
BSU15500	pyrC	1284
new_1298339_1298611	S451	273
BSU03930	gdh	783
new_844073_844595_c	S271	523
BSU06210	ydjI	969
BSU18898	yozW	171
BSU11660	tenI	615
new_1221487_1221593	S407	107
BSU04630	ydcC	1119
BSU37560	thrZ	1914
BSU40430	yycE	417
new_2931889_2933301_c	S1083	1413
BSU21710	ypnP	1335
new_846186_849552	S272	3367
BSU28210	lonB	1656
BSU38680	yxlD	204
BSU_misc_RNA_8	BSU_misc_RNA_8	
BSU32469	yuzJ	129
new_1517792_1517864	S525	73
BSU26900	yraL	261
BSU27060	levE	486
BSU20860	yopK	1158
BSU18240	yngH	1332
BSU34550	pgcM	678
new_1437728_1437978_c	S492	251
BSU34540	clpP	591
BSU04640	alr	1167
BSU17120	pksE	2301
BSU13570	mtnU	777
new_3807376_3807735_c	S1437	360
new_2587581_2588011	S939	431
new_2641195_2642042_c	S963	848
BSU16560	rasP	1266
BSU00230	bofA	261
BSU26820	yrpD	705
BSU25290	era	903
new_108559_108673	S45	115
BSU29130	icd	1269
BSU38710	yxlA	1371
BSU24890	yqgN	561
BSU33810	opuCC	909
BSU18810	yobA	360
new_2647355_2647455	S966	101
BSU00050	remB	156
BSU18170	yngA	444
BSU23390	spoVAF	1476
BSU25050	yqgA	426
BSU05140	ydzE	234
BSU03100	ycgG	759
BSU38160	qoxB	1947
BSU24860	yqgQ	213
BSU08950	yhbE	711
new_4199733_4199799_c	S1575	67
BSU36870	atpB	732
BSU16190	flgC	450
BSU38310	ywbI	903
BSU12330	yjmD	1017
BSU08250	yfiF	942
new_1053254_1053359_c	S343	106
BSU_tRNA_43	trnD-Leu1	
new_2586107_2586175_c	S936	69
new_2537614_2537688_c	S919	75
BSU_tRNA_55	trnB-Leu1	
new_2989805_2989899_c	S1108	95
BSU05099	ydzM	174
new_2099791_2099863_c	S741	73
BSU26220	yqaQ	453
BSU41000	gidB	717
new_3926400_3926681_c	S1476	282
BSU07260	yfnI	1917
BSU11700	thiF	1008
BSU06460	purS	252
BSU01830	ndhF	1515
new_2570490_2570556_c	S932	67
new_1926587_1926679	S668	93
BSU40320	rocF	888
BSU12830	spoIISA	744
BSU17390	nrdF	987
BSU27460	glnP	654
BSU40950	yyaC	615
BSU36640	ureC	1707
BSU38150	qoxC	612
BSU12140	yjgA	396
new_51558_51679	S28	122
BSU35698	yvzI	204
BSU18870	yozI	363
BSU12680	xkdO	3996
BSU22580	ypiB	537
BSU23310	sipS	552
BSU10440	yhjA	267
BSU29010	speD	384
BSU30300	melA	1296
BSU20350	yorK	1728
BSU19890	yotG	315
BSU22970	ypbH	582
BSU_rRNA_10	rrnW-23S	
new_3966778_3967943_c	S1484	1166
BSU00810	yacF	999
BSU_tRNA_1	trnY-Phe	
BSU27090	aapA	1377
BSU27360	trmR	651
	fsrA	
new_4084424_4084730	S1527	307
BSU17080	pksA	615
BSU_tRNA_72	trnB-Glu	
new_2347517_2347578_c	S847	62
BSU25560	holA	1041
new_2362965_2363044_c	S854	80
new_2445036_2445093_c	S889	58
BSU40600	yybL	708
BSU14060	fadH	762
BSU02190	ybfF	909
BSU27210	yrhF	366
BSU06070	ydiP	1167
BSU_tRNA_86	trnSL-Ala1	
BSU08530	yfhH	312
BSU27840	safA	1161
BSU_misc_RNA_59	BSU_misc_RNA_59	
BSU14160	ykuO	891
new_2316111_2316182_c	S833	72
BSU40579	yyzL	147
BSU33480	bdbD	666
BSU37150	pyrG	1605
BSU27600	relA	2202
new_465941_466041	S137	101
BSU31380	yuzA	234
new_864500_865153	S276	654
BSU25690	sda	156
BSU_misc_RNA_50	BSU_misc_RNA_50	
BSU20230	yorW	363
BSU_tRNA_47	trnS-Glu	
new_1260806_1262335	S428	1530
BSU27290	yrzA	201
BSU23610	nudF	555
new_368894_371728_c	S122	2835
BSU26760	yrdC	561
new_953026_953194	S307	169
BSU10350	yhfS	1092
BSU36240	ptpZ	762
BSU23000	ypbE	720
new_1190234_1190430_c	S397	197
BSU19160	yocC	495
BSU37000	ywkE	864
BSU00900	ispD	696
new_1745919_1745990	S599	72
new_30076_30278	S19	203
BSU22130	kduI	825
BSU09259	yhzG	189
new_3182591_3182678_c	S1183	88
BSU26290	yqaJ	957
BSU40490	yycA	2055
new_3308369_3308785	S1244	417
BSU23450	sigF	765
BSU19230	azoR1	624
new_3032370_3032416_c	S1128	47
new_2647615_2647861	S967	247
new_1881406_1881535	S627	130
BSU18820	yobB	261
BSU37420	albF	1278
BSU27120	sigV	498
BSU09480	yhdI	1407
BSU05100	yddT	684
new_2210204_2210330_c	S787	127
BSU10500	yhjG	1497
BSU11290	yjaV	405
new_2099865_2099968_c	S742	104
new_3512501_3513571	S1310	1071
BSU40090	ahpC	561
BSU36570	ywnG	516
BSU04150	ycsN	900
new_4004135_4004219_c	S1500	85
BSU09690	nhaX	498
new_2100391_2100457_c	S743	67
new_653813_654070	S211	258
BSU21770	ilvA	1266
BSU_rRNA_11	rrnW-5S	
BSU32490	pucC	831
BSU03950	ycnJ	1623
BSU23060	ypzE	162
BSU08130	yfjE	456
BSU_tRNA_10	trnSL-Met1	
BSU22000	sspL	126
BSU_misc_RNA_23	BSU_misc_RNA_23	
BSU18320	ppsC	7665
new_22531_23167	S15	637
BSU24790	yqgX	633
BSU27700	yrbF	267
BSU11630	prpE	732
BSU05330	aseR	333
BSU38530	dltD	1176
new_1097952_1098088_c	S362	137
new_4169613_4169943_c	S1563	331
BSU20560	yoqO	372
BSU33600	smpB	468
new_1278946_1279513_c	S443	568
BSU10070	sndC	1188
new_56193_56304	S33	112
BSU06590	yerD	1575
BSU03720	gerKB	1119
new_559146_559263	S179	118
BSU28100	ysxE	1023
BSU00730	cysK	924
BSU06220	ydjJ	1023
BSU24420	spoIIIAB	513
BSU21600	yokG	1071
BSU04940	conE	2493
new_3464210_3464288	S1293	79
new_3748336_3748420_c	S1405	85
new_1205658_1206260_c	S400	603
BSU39830	yxcA	249
BSU38660	yxlF	885
new_975132_975230	S314	99
BSU19000	yobL	1800
BSU22530	ypjA	555
new_1919693_1919828	S660	136
BSU28150	hemC	942
BSU17850	lexA	615
BSU39120	yxiM	1146
BSU03170	ycgK	972
BSU08000	yfjQ	957
BSU_rRNA_17	rrnD-23S	
BSU35460	comFB	294
BSU40139	yyzN	156
BSU06850	yeeK	435
new_3542144_3542334	S1315	191
BSU26380	yqaB	516
BSU00790	folK	501
BSU01990	ybdG	888
BSU20890	yopH	534
BSU_tRNA_61	trnB-Met1	
new_1160756_1162206	S389	1451
BSU39400	pdp	1299
BSU20370	yorI	1512
BSU06290	yeaA	987
BSU27870	nadB	1593
BSU12440	phrA	132
BSU24700	comGD	429
new_3769454_3769625_c	S1415	172
BSU02850	znuA	957
BSU06480	purL	2226
BSU35490	degU	687
BSU22380	tseB	483
BSU35670	gtaB	876
BSU06110	ydjA	1395
new_2138041_2139052	S758	1012
BSU28590	polX	1710
BSU37380	albB	159
new_1130705_1131082	S375	378
BSU22169	ypzG	150
BSU06760	yeeA	2637
BSU02740	natR	699
new_2203000_2203110_c	S781	111
new_2421344_2421437_c	S880	94
BSU27340	yrrO	1266
BSU41040	spoIIIJ	783
BSU12990	ykfC	888
new_1279022_1279523	S444	502
BSU05120	cspC	198
BSU33390	yvgM	558
BSU08480	yfhC	582
new_176926_177082	S66	157
BSU15180	murE	1482
BSU_misc_RNA_49	BSU_misc_RNA_49	
BSU34160	ganS	1263
BSU22560	qcrA	501
BSU25460	dnaJ	1116
new_3481624_3481697_c	S1301	74
BSU27900	pheA	855
new_2802122_2802357	S1041	236
new_1633963_1634060	S570	98
new_3297920_3297994_c	S1232	75
BSU29679	ytzK	141
new_1774965_1775066	S610	102
BSU15950	ftsY	987
BSU04540	ydbO	870
BSU16060	rnhB	765
BSU15220	murG	1089
BSU36060	cotH	1086
BSU40370	walJ	804
BSU25920	yqxG	891
BSU11130	ipi	357
BSU25710	cwlH	750
BSU30920	cotI	1071
new_2844574_2844638_c	S1055	65
BSU00710	yacC	873
BSU15520	pyrAB	3213
new_48474_48554	S26	81
BSU19340	yocR	1335
BSU37230	ywjA	1725
new_2879205_2879294_c	S1063	90
BSU29239	ytrH	339
BSU18220	yngF	780
BSU03710	gerKC	1221
BSU15300	bpr	4299
new_713536_713956_c	S233	421
BSU12700	xkdQ	975
BSU17800	yndJ	1638
BSU18850	yobD	336
BSU18270	ynzE	303
new_2295944_2297045	S820	1102
new_3798209_3798320_c	S1433	112
BSU35060	cypX	1215
new_3812301_3812488_c	S1441	188
new_945324_945415	S302	92
BSU35890	capC	447
new_3574247_3574338_c	S1325	92
